Key,Type,Desc,English,Japanese
Credits/Asmodee,Text,,"<color=#fff>Line Producer</color>
Quentin Pierre
Thibaut Charron<br>
<color=#fff>Art & UX Director</color>
Sandrine Dubois<br>
<color=#fff>UX/UI Designer</color>
Judicaëlle Live Lun<br>
<color=#fff>Creative Director</color>
Rémi Hanesse<br>
<color=#fff>Game Designers</color>
Maxime Antonoff
Benjamin Briche
Pierre Boussira<br>
<color=#fff>Unity Developers</color>
Julien Berthou
Stéphane Chrétien
Alexandre Diavorini
Sébastien Letuppe<br>
<color=#fff>Consulting Unity Developers</color>
Julien Berthou
Fabien Cocheteux<br>
<color=#fff>QA Lead</color>
Nicolas Dupont<br>
Jean-Baptiste Coblence<br>
<color=#fff>QA</color>
Sarah Brasset
Olivier Garin
Claire Hoffmann
Médéric Bourdillon
François-Xavier Yacono
Harlan Chomarat
Jean-Phillippe Martin
Ludovic Rault
<br>
<color=#fff>Online Game Server</color>
Nicolas Cailloux
Cédric Gourlay
Brice Figureau<br>
<color=#fff>Site Reliability</color>
Brice Figureau
Charles Teinturier<br>
<color=#fff>Fullstack Web Developers</color>
Laurent Bardin
Florent Ruard-Dumaine<br>
<color=#fff>Community Developers</color>
Maxime Crozier
Pierre-Yves Ruys
Diana Ngoum
Clara Terrats
Nathan Pingritt<br>
<color=#fff>Head of Analytics</color>
Alexandre David<br>
<color=#fff>Senior Data Analyst</color>
Arnaud Legendre<br>
<color=#fff>Data Tracking Testers</color>
Benjamin Lutz
Valentin Sanchez de Léon<br>
<color=#fff>Marketing Director</color>
Arthur Dosne<br>
<color=#fff>Head of Marketing Operations</color>
Anne Sophie Canel<br>
<color=#fff>Marketing Director USA</color>
Amber Cook<br>
<color=#fff>Head of Publishing</color>
Julie Le Vacon<br>
<color=#fff>PR Manager</color>
Cosma Nicolau<br>
<color=#fff>Social Media Manager</color>
Sam Dempsey<br>
<color=#fff>Head of Brand and Product</color>
Adrien Rotondo<br>
<color=#fff>Brand Managers</color>
Matthieu du Lac
Medhi Lekehal
Romain Messer<br>
<color=#fff>Assistant Brand Manager</color>
Robin Laffra<br>
<color=#fff>Platform Release Manager</color>
Hélène Bertolotti<br>
<color=#fff>Lead Marketing Artist</color>
Sacha Mocquet<br>
<color=#fff>Marketing Artist</color>
Noémie Ardouin<br>
<color=#fff>Marketing Project Manager</color>
Elodie Domingues<br>
<color=#fff>Marketing Assistants</color>
Alizé Irondet Whitley
Aurélie Lecesne
Yohan Morizot<br>
<color=#fff>Chief Marketing Officer</color>
Philippe Dao<br>
<color=#fff>Chief Technical Officer</color>
Yann Corno<br>
<color=#fff>Head of R&D</color>
Eric Brayet<br>
<color=#fff>Director of Production</color>
Laurent Lichnewsky<br>
<color=#fff>Head of Operations</color>
Nicolas Godement<br>
<color=#fff>Chief Executive Officer</color>
Pierre Ortolan<br>
<color=#fff>Special Thanks</color>
^0Phenix (nor)
A29G
adrianteach
Agravain
allenwfc 
AllYourBaseAreBelongToUs
andre
ArtEntre
asnewton
Ator61
Bdav
beat up chrysler
Beldalben
bkerns2
bluesclue14
Bob Lewis, Field Rep, Thorgate Ltd
Boppa
Brian Star
Bulva
commend me pls
CuJo
damonagus
daniele.monterisi
davidlcw
DeathBySnuSnu
Demiham
Deny Lama
Dertarr
Destarah
Duda
EnsonC
ennyrat
Eorlanrod
eRz
FrankJones
g3a3
galapow
GARPAS
gmanafan
gyoung20
Haduken
hK
Jaco
jedite21
jforeal
Jonbaruby
joshualockwood
Julian
KablamWolf
KaiHell
Ka1adin
kissblade
knapicrllr
Kolath
Korrigan
La Mandoline
lando2
Laurent
MaaWaa
markjohnnash
Matrix
max2k
Meat_Hook
Messenger
MrBlissful
Narkulus
Nembrot
nhboyd
nicolay_n
OrangeHedgehog
orjan.almen
PixelMiner
Prince of Persia
refs
rhj4862
Roderick
RR
Saladin
sekwent
sirusx715
sjolt
snakelauncher
sokolov
St0nemender
Tasmanian Devil
the_otherwiseguy
TIK_
tille
Tiz
Vik
Will
xLeGend_oF_SwAg
zehcoutinho
zolib
<color=#fff>Special thanks to all our beta testers for their feedbacks on the Prelude expansion</color>
",
Credits/Asmodee_title,Text,,<color=#fff><uppercase><size=25><color=#76e2cf>Asmodee</color></size></uppercase></color>,
Credits/Fryxgames,Text,,"<color=#fff>Game Designer</color>
Jacob Fryxelius<br>
<color=#fff>Assistant Designers</color>
Enoch Fryxelius
Daniel Fryxelius
Jonathan Fryxelius<br>
<color=#fff>Graphic Designer</color>
Isaac Fryxelius<br>
<color=#fff>Illustrators</color>
Isaac Fryxelius
Daniel Fryxelius
Others artwork used with permission<br>
<color=#fff>CEO</color>
Enoch Fryxelius<br>
<color=#fff><uppercase>Cards artists  
<size=25>(filters were added to illustrations)</size></color>
Daniel Fryxelius+
Enoch Fryxelius
Isaac Fryxelius
Jacob Fryxelius+
Jonathan Fryxelius+
Kezia Fryxelius+
Nina Fryxelius+
3000AD
A Dialla
A Needham+
A T Palmer
Alexander Mozymov
Arturs Biceks
Asgeir Eggertsson+
Ashokinder
Bidgee+
C Bardot
Cambridgebayweather+
Chad Josey
Chris Bickham+
Chris Lim
Cornelius20
Cuhlik
D Mitrey
David Shankbone+
Derek Jensen
Ed Bierman
Elena Polina+
Encmstr
Enrique Gomez+
Fletcher6+
Fotshot+
Geomartin
Glazyuk
Godot13+
Hjorleifur+
Hohum
Hufton and Crow
Ig0rzh
J Friedl
J J Harrison
Jayme Pastoric, US Navy
Jesper Arvidsson, Arkitekt SAR/MSA
J-L Vandevivère
Jorrit Sminia
Junichi Shimazaki+
Kees Veenenbos
Kjkolb+
Larich Rig
Lightpoet
Luc Viatour
Luca Oleastri
ludoviccelle.com
M Taylor848+
Martin Cathrae
Melkor3D
Michael Adams
NASA+
Nate Grigg
National Health
Nightshot3
Nikita Plekhanov+
Noaa
Oxygen64
Peter Facey+
Philcold
Publicdomainpictures+
Raimond Spekking+
Raul654
Redshirt
Rick Collins
S Kerr
S Mini+
Sage78
Scanrail
Secretdisc+
Sergey Drozdov
Sergey Khakimullin
Shutter999
Sissssou+
Snay+
Stephanie Winkler
Stephen Codrington
Steve Heap+
The Yeti
Thergothon
Toby Hudson
Ukendt+
Unifrax
US Army
US Gov
Vera Volsanska
Warateens
Wavebreakmedia
WIIII+</uppercase>",
Credits/Fryxgames_title,Text,,<color=#fff><uppercase><size=25><color=#76e2cf>Fryxgames</color></size></uppercase></color>,
Credits/LuckyHammers,Text,,"<color=#fff>Producer</color>
Daniel Sud<br>
<color=#fff>Associate Producer</color>
Raphaël Seul<br>
<color=#fff>Lead Programmer</color>
Julien Soulières<br>
<color=#fff>Technical Lead Programmer</color>
Jérémie Bédard<br>
<color=#fff>Artistic Director</color>
Harry Beejan<br>
<color=#fff>Lead Artist</color>
Noeul Kang<br>
<color=#fff>Lead Game Designer</color>
Adrien Banet-Rivet<br>
<color=#fff>Lead QA</color>
Marc Tremblay<br>
<color=#fff>Programmers</color>
Alexis Boucher
Ashley Fairweather
Neil Koo
Adrien Peyromaure-Debord-Broca
Ludovic Riffiod
Gilbert White<br>
<color=#fff>UI Artist</color>
Giancarlo Garmendia
Valérie Souton
Emilie Valade<br>
<color=#fff>3D Technical Artist</color>
Felix Dorval Gagnon<br>
<color=#fff>3D Artist</color>
Maurin Monnet<br>
<color=#fff>Senior Game Designer</color>
Sofi Lamont-Cardinal<br>
<color=#fff>Composer and Sound Design</color>
Matt Ilantzis<br>
<color=#fff>QA</color>
Daniel Côté
Noémie Gravel
François Martin-Vogel
Alex Nellis
Wilfred Young<br>
<color=#fff>Special Thanks</color>
Olivier Allard
Cyrus Burris
Jordan Chayer
Rodolphe Gendrault
Patrick Hebert
Pierre-Alexandre Leclerc
Vincent Lavallee
Kevin Leung
Kim Lévesque
Francis Martin
Julien Plante
Jonathan Simard
Ulrick Wery
Alexander Zaranek<br>
<color=#fff>Directors & Support</color>
Trevor Botkin
Patrick Bleau
Marilyn Briand
Alexis Jolis Desautels
John Henley
Josephine Lannoy
Sylvain Mailloux
Sendra Rakotondrasoa
Francois Renouf
Tiphanie Routier
Alexandre Vachon<br>
<color=#fff>Executives & Managers</color>
Frederick Brassard
Sebastien Mailloux
Marc-Antoine Pinard
Dom Roussy<br> ",
Credits/LuckyHammers_title,Text,,<color=#fff><uppercase><size=25><color=#76e2cf>Lucky Hammers</color></size></uppercase></color>,
EndGame/CalloutFinal,Text,,THE GAME IS OVER,ゲーム終了
EndGame/CalloutImmediate,Text,,MARS IS TERRAFORMED! THIS IS THE LAST GENERATION,火星がテラフォーミングされる!これが最後の世代だ
EndGame/Points,Text,,Points:,得点: 
EndGame/SoloModeLoseText,Text,,You Lose!,You Lose!
EndGame/SoloModeWinText,Text,,You Win!,You Win!
EndGame/WinnerTitle,Text,,{0} Wins!,{0}が勝ちました
EndGame/WinnerTitle_Multiple,Text,,{0} Win!,{0} 勝利!
EndGame/awards,Text,,AWARDS,アワード
EndGame/city,Text,,CITY,都市
EndGame/greenery,Text,,GREENERY,緑地
EndGame/milestones,Text,,MILESTONES,マイルストーン
EndGame/nomoregreenery,Text,,You no longer have enough plants to convert to greeneries.,緑地に変換するための植物が足りません。
EndGame/placegreenery,Text,,You can convert plants to up to {0} greeneries.,植物を最大{0}個の緑色に変換することができます。
EndGame/planet,Text,,PLANET,プラネット
EndGame/scoreboard,Text,,SCOREBOARD,スコアボード
EndGame/total,Text,,TOTAL,合計
EndGame/tr,Text,,TR,TR
EndGame/tr_long,Text,,TERRAFORMING RATING,テラフォーム評価
EndGame/vp,Text,,VP,VP
EndGame/vp_long,Text,,VICTORY POINTS,勝利ポイント
EndGame/winner,Text,,WINNER,勝者
ErrorMessage/ PLAYER_NOT_IN_LOBBY,Text,,PLAYER NOT IN LOBBY,プレイヤーはロビーにいません
ErrorMessage/BAD_REQUEST,Text,,BAD REQUEST,不正なリクエスト
ErrorMessage/CURRENT_PLAYER_IS_BOT,Text,,CURRENT PLAYER IS BOT,現在のプレイヤーはBOT
ErrorMessage/DUPLICATE_SESSION,Text,,DUPLICATE SESSION,セッションを複製
ErrorMessage/MAINTENANCE_MODE,Text,,MAINTENANCE MODE,メンテナンスモード
ErrorMessage/NOT_YOUR_INVITATION,Text,,NOT YOUR INVITATION,あなたの招待状ではありません
ErrorMessage/NOT_YOUR_TURN,Text,,It's not your turn to play.,あなたの手番ではありません。
ErrorMessage/PLAYER_ALREADY_IN_LOBBY,Text,,PLAYER ALREADY IN LOBBY,プレイヤーはすでにロビーにいます
ErrorMessage/TOO_MANY_OFFERS,Text,,You have too many invitations.,招待状が多すぎます。
ErrorMessage/UNKNOWN_DEVICE_TOKEN,Text,,UNKNOWN DEVICE TOKEN,未知のデバイストークン
ErrorMessage/UNKNOWN_GAME,Text,,UNKNOWN GAME,未知のゲーム
ErrorMessage/UNKNOWN_PLAYER,Text,,UNKNOWN PLAYER,未知のプレイヤー
ErrorMessage/WRONG_STATE,Text,,WRONG STATE,不正な状態
ErrorMessage/YOU_FORFEITED,Text,,You've forfeited this game.,あなたはこのゲームを放棄しました。
ErrorMessage/YOU_LEFT,Text,,You left this game. ,このゲームから離れました。 
ErrorMessage/YOU_RAN_OUT_OF_TIME,Text,,You ran out of time.,時間切れです。
ErrorMsg/AirplaneModeActivated,Text,,Airplane Mode Activated,機内モードが有効
ErrorMsg/AirplaneModeActivatedMsg,Text,,Please disable airplane mode to play online.,オンラインプレイをする場合は、機内モードを解除してください。
ErrorMsg/AlreadyLoggedIn,Text,,"Your account has been logged in on another device, you have been disconnected.",お客様のアカウントが他のデバイスでログインされた場合、接続が切断されました。
ErrorMsg/ConnectionRequired,Text,,Internet connection required,インターネット接続が必要
ErrorMsg/DownloadNewVersionMessage,Text,,Download the latest update to play online games!,最新のアップデートをダウンロードして、オンラインゲームをプレイしよう
ErrorMsg/DuplicateSession,Text,,Duplicate Session,セッションの複製
ErrorMsg/DuplicateSessionMsg,Text,,This account is currently logged in on another device. Please terminate that session and try again.,このアカウントは現在、別のデバイスでログインしています。そのセッションを終了して、もう一度お試しください。
ErrorMsg/EmailRegistered,Text,,Email Already Registered,すでに登録されている電子メール
ErrorMsg/EmailRegisteredMsg,Text,,This email is already registered. Please enter another one.,このメールアドレスはすでに登録されています。別のものを入力してください。
ErrorMsg/Error,Text,,Error,エラー
ErrorMsg/IncompatibleGame,Text,,The game is not compatible with the current version of Terraforming Mars,現在の『テラフォーミング・マーズ』とは互換性がありません
ErrorMsg/IncorrectPassEmail,Text,,Incorrect Email/Password,電子メール/パスワードが正しくない
ErrorMsg/IncorrectPassEmailMsg,Text,,The email or password you entered is incorrect. Please try again.,入力されたEメールまたはパスワードが正しくありません。もう一度やり直してください。
